time,frequency,dBm,latitude,lat_dir,longitude,lon_dir
9,2442,-86.0,0.5105684502117976,N,0.894654076901055,W
9,2442,-89.0,0.5105684502117976,N,0.894654076901055,W
9,2442,-87.0,0.5105684502117976,N,0.894654076901055,W
9,2442,-75.0,0.5105684502117976,N,0.894654076901055,W
9,2442,-94.5,0.5105684502117976,N,0.894654076901055,W
9,2442,-79.5,0.5105684502117976,N,0.894654076901055,W
10,2442,-80.0,0.5105684502117976,N,0.894654076901055,W
10,2442,-91.5,0.7139724317007153,N,0.3997466574736511,W
10,2442,-89.5,0.7139724317007153,N,0.3997466574736511,W
10,2442,-94.5,0.7139724317007153,N,0.3997466574736511,W
10,2442,-82.5,0.7139724317007153,N,0.3997466574736511,W
10,2442,-94.0,0.7139724317007153,N,0.3997466574736511,W
10,2442,-95.0,0.7139724317007153,N,0.3997466574736511,W
10,2442,-79.5,0.7139724317007153,N,0.3997466574736511,W
11,2442,-86.5,0.7139724317007153,N,0.3997466574736511,W
11,2442,-96.0,0.3372571963576817,N,0.9149987604577888,W
11,2442,-82.5,0.3372571963576817,N,0.9149987604577888,W
11,2442,-63.0,0.3372571963576817,N,0.9149987604577888,W
11,2442,-75.5,0.3372571963576817,N,0.9149987604577888,W
11,2442,-83.5,0.3372571963576817,N,0.9149987604577888,W
11,2442,-84.5,0.3372571963576817,N,0.9149987604577888,W
12,2442,-92.0,0.3372571963576817,N,0.9149987604577888,W
12,2442,-90.0,0.15355813865241164,N,0.8698183857410887,W
12,2442,-84.0,0.15355813865241164,N,0.8698183857410887,W
12,2442,-93.5,0.15355813865241164,N,0.8698183857410887,W
12,2442,-91.5,0.15355813865241164,N,0.8698183857410887,W
12,2442,-84.5,0.15355813865241164,N,0.8698183857410887,W
12,2442,-95.0,0.15355813865241164,N,0.8698183857410887,W
13,2442,-88.0,0.15355813865241164,N,0.8698183857410887,W
13,2442,-82.5,0.7899844873507234,N,0.30432442278924954,W
13,2442,-85.5,0.7899844873507234,N,0.30432442278924954,W
13,2442,-83.5,0.7899844873507234,N,0.30432442278924954,W
13,2442,-91.0,0.7899844873507234,N,0.30432442278924954,W
13,2442,-77.0,0.7899844873507234,N,0.30432442278924954,W
13,2442,-95.0,0.7899844873507234,N,0.30432442278924954,W
14,2442,-87.5,0.7899844873507234,N,0.30432442278924954,W
14,2442,-83.5,0.3302575793928011,N,0.29451461564100156,W
14,2442,-92.5,0.3302575793928011,N,0.29451461564100156,W
14,2442,-94.5,0.3302575793928011,N,0.29451461564100156,W
14,2442,-83.0,0.3302575793928011,N,0.29451461564100156,W
14,2442,-69.0,0.3302575793928011,N,0.29451461564100156,W
14,2442,-85.5,0.3302575793928011,N,0.29451461564100156,W
14,2442,-90.5,0.3302575793928011,N,0.29451461564100156,W
15,2442,-68.0,0.3302575793928011,N,0.29451461564100156,W
15,2442,-79.0,0.9678874157433801,N,0.23248565884315064,W
15,2442,-79.0,0.9678874157433801,N,0.23248565884315064,W
15,2442,-86.5,0.9678874157433801,N,0.23248565884315064,W
15,2442,-87.0,0.9678874157433801,N,0.23248565884315064,W
15,2442,-93.0,0.9678874157433801,N,0.23248565884315064,W
15,2442,-70.0,0.9678874157433801,N,0.23248565884315064,W
16,2442,-92.0,0.9678874157433801,N,0.23248565884315064,W
16,2442,-82.5,0.6033927168893538,N,0.5032197507574827,W
16,2442,-91.5,0.6033927168893538,N,0.5032197507574827,W
16,2442,-97.0,0.6033927168893538,N,0.5032197507574827,W
16,2442,-95.5,0.6033927168893538,N,0.5032197507574827,W
16,2442,-91.0,0.6033927168893538,N,0.5032197507574827,W
16,2442,-86.5,0.6033927168893538,N,0.5032197507574827,W
17,2442,-92.5,0.5415903707502765,N,0.3733853349112304,W
17,2442,-83.0,0.5415903707502765,N,0.3733853349112304,W
17,2442,-89.0,0.5415903707502765,N,0.3733853349112304,W
17,2442,-67.0,0.5415903707502765,N,0.3733853349112304,W
17,2442,-92.0,0.5415903707502765,N,0.3733853349112304,W
17,2442,-91.5,0.5415903707502765,N,0.3733853349112304,W
17,2442,-91.0,0.5415903707502765,N,0.3733853349112304,W
18,2442,-85.0,0.5415903707502765,N,0.3733853349112304,W
18,2442,-96.0,0.40398358054363404,N,0.5661746943557967,W
18,2442,-86.5,0.40398358054363404,N,0.5661746943557967,W
18,2442,-89.0,0.40398358054363404,N,0.5661746943557967,W
18,2442,-82.0,0.40398358054363404,N,0.5661746943557967,W
18,2442,-92.0,0.40398358054363404,N,0.5661746943557967,W
18,2442,-89.5,0.40398358054363404,N,0.5661746943557967,W
19,2442,-88.5,0.40398358054363404,N,0.5661746943557967,W
19,2442,-90.0,0.1534346589972423,N,0.34564114730600826,W
19,2442,-64.5,0.1534346589972423,N,0.34564114730600826,W
19,2442,-94.5,0.1534346589972423,N,0.34564114730600826,W
19,2442,-91.5,0.1534346589972423,N,0.34564114730600826,W
19,2442,-89.0,0.1534346589972423,N,0.34564114730600826,W
19,2442,-97.5,0.1534346589972423,N,0.34564114730600826,W
19,2442,-84.0,0.1534346589972423,N,0.34564114730600826,W
20,2442,-83.5,0.25017406291400923,N,0.8532362601706702,W
20,2442,-92.0,0.25017406291400923,N,0.8532362601706702,W
20,2442,-94.0,0.25017406291400923,N,0.8532362601706702,W
20,2442,-78.0,0.25017406291400923,N,0.8532362601706702,W
20,2442,-63.5,0.25017406291400923,N,0.8532362601706702,W
20,2442,-92.0,0.25017406291400923,N,0.8532362601706702,W
20,2442,-92.0,0.25017406291400923,N,0.8532362601706702,W
21,2442,-81.5,0.25017406291400923,N,0.8532362601706702,W
21,2442,-90.0,0.4930297594008316,N,0.7423213830384546,W
21,2442,-93.0,0.4930297594008316,N,0.7423213830384546,W
21,2442,-82.0,0.4930297594008316,N,0.7423213830384546,W
21,2442,-89.0,0.4930297594008316,N,0.7423213830384546,W
21,2442,-95.0,0.4930297594008316,N,0.7423213830384546,W
21,2442,-96.0,0.4930297594008316,N,0.7423213830384546,W
22,2442,-92.0,0.7263336123299865,N,0.4037591370122756,W
22,2442,-88.0,0.7263336123299865,N,0.4037591370122756,W
22,2442,-86.0,0.7263336123299865,N,0.4037591370122756,W
22,2442,-80.5,0.7263336123299865,N,0.4037591370122756,W
22,2442,-86.0,0.7263336123299865,N,0.4037591370122756,W
22,2442,-88.0,0.7263336123299865,N,0.4037591370122756,W
22,2442,-89.5,0.7263336123299865,N,0.4037591370122756,W
22,2442,-82.5,0.7263336123299865,N,0.4037591370122756,W
23,2442,-90.0,0.9683766505204676,N,0.11580210215832254,W
23,2442,-83.5,0.9683766505204676,N,0.11580210215832254,W
23,2442,-88.5,0.9683766505204676,N,0.11580210215832254,W
23,2442,-94.0,0.9683766505204676,N,0.11580210215832254,W
23,2442,-92.0,0.9683766505204676,N,0.11580210215832254,W
23,2442,-65.5,0.9683766505204676,N,0.11580210215832254,W
23,2442,-87.5,0.9683766505204676,N,0.11580210215832254,W
24,2442,-88.5,0.9683766505204676,N,0.11580210215832254,W
24,2442,-95.0,0.09256936688570128,N,0.6364258859406811,W
24,2442,-92.0,0.09256936688570128,N,0.6364258859406811,W
24,2442,-96.0,0.09256936688570128,N,0.6364258859406811,W
24,2442,-84.0,0.09256936688570128,N,0.6364258859406811,W
24,2442,-85.0,0.09256936688570128,N,0.6364258859406811,W
24,2442,-83.5,0.09256936688570128,N,0.6364258859406811,W
25,2442,-86.0,0.0111863408418853,N,0.022170268737204846,W
25,2442,-86.0,0.0111863408418853,N,0.022170268737204846,W
25,2442,-86.0,0.0111863408418853,N,0.022170268737204846,W
25,2442,-76.0,0.0111863408418853,N,0.022170268737204846,W
25,2442,-89.5,0.0111863408418853,N,0.022170268737204846,W
25,2442,-80.0,0.0111863408418853,N,0.022170268737204846,W
25,2442,-84.0,0.0111863408418853,N,0.022170268737204846,W
26,2442,-80.0,0.0111863408418853,N,0.022170268737204846,W
26,2442,-90.0,0.5265596319804854,N,0.12597291950648026,W
26,2442,-89.0,0.5265596319804854,N,0.12597291950648026,W
26,2442,-86.0,0.5265596319804854,N,0.12597291950648026,W
26,2442,-60.5,0.5265596319804854,N,0.12597291950648026,W
26,2442,-81.0,0.5265596319804854,N,0.12597291950648026,W
26,2442,-96.0,0.5265596319804854,N,0.12597291950648026,W
26,2442,-65.0,0.5265596319804854,N,0.12597291950648026,W
27,2442,-77.5,0.3559664536514586,N,0.5246185322327821,W
27,2442,-80.0,0.3559664536514586,N,0.5246185322327821,W
27,2442,-85.5,0.3559664536514586,N,0.5246185322327821,W
27,2442,-94.5,0.3559664536514586,N,0.5246185322327821,W
27,2442,-85.0,0.3559664536514586,N,0.5246185322327821,W
27,2442,-95.0,0.3559664536514586,N,0.5246185322327821,W
27,2442,-91.0,0.3559664536514586,N,0.5246185322327821,W
28,2442,-92.0,0.979701796906256,N,0.5835509629308008,W
28,2442,-90.5,0.979701796906256,N,0.5835509629308008,W
28,2442,-94.5,0.979701796906256,N,0.5835509629308008,W
28,2442,-90.5,0.979701796906256,N,0.5835509629308008,W
28,2442,-80.5,0.979701796906256,N,0.5835509629308008,W
28,2442,-95.0,0.979701796906256,N,0.5835509629308008,W
28,2442,-94.0,0.979701796906256,N,0.5835509629308008,W
29,2442,-80.5,0.6157832734722027,N,0.24434318505177488,W
29,2442,-83.5,0.6157832734722027,N,0.24434318505177488,W
29,2442,-92.5,0.6157832734722027,N,0.24434318505177488,W
29,2442,-92.0,0.6157832734722027,N,0.24434318505177488,W
29,2442,-95.0,0.6157832734722027,N,0.24434318505177488,W
29,2442,-62.5,0.6157832734722027,N,0.24434318505177488,W
29,2442,-90.0,0.6157832734722027,N,0.24434318505177488,W
30,2442,-92.0,0.6157832734722027,N,0.24434318505177488,W
30,2442,-88.5,0.35873360549784483,N,0.9215976741352478,W
30,2442,-87.0,0.35873360549784483,N,0.9215976741352478,W
30,2442,-82.5,0.35873360549784483,N,0.9215976741352478,W
30,2442,-94.0,0.35873360549784483,N,0.9215976741352478,W
30,2442,-91.0,0.35873360549784483,N,0.9215976741352478,W
30,2442,-66.0,0.35873360549784483,N,0.9215976741352478,W
30,2442,-85.0,0.35873360549784483,N,0.9215976741352478,W
31,2442,-64.5,0.8424828865922527,N,0.1888896694416865,W
31,2442,-80.5,0.8424828865922527,N,0.1888896694416865,W
31,2442,-84.5,0.8424828865922527,N,0.1888896694416865,W
31,2442,-80.5,0.8424828865922527,N,0.1888896694416865,W
31,2442,-96.0,0.8424828865922527,N,0.1888896694416865,W
31,2442,-89.0,0.8424828865922527,N,0.1888896694416865,W
31,2442,-90.0,0.8424828865922527,N,0.1888896694416865,W
32,2442,-93.5,0.8424828865922527,N,0.1888896694416865,W
32,2442,-75.5,0.27104674298885734,N,0.37370926035112384,W
32,2442,-77.0,0.27104674298885734,N,0.37370926035112384,W
32,2442,-64.0,0.27104674298885734,N,0.37370926035112384,W
32,2442,-85.5,0.27104674298885734,N,0.37370926035112384,W
32,2442,-84.5,0.27104674298885734,N,0.37370926035112384,W
32,2442,-86.0,0.27104674298885734,N,0.37370926035112384,W
33,2442,-93.5,0.27104674298885734,N,0.37370926035112384,W
33,2442,-96.0,0.38739142162731355,N,0.8602386490789745,W
33,2442,-88.5,0.38739142162731355,N,0.8602386490789745,W
33,2442,-82.0,0.38739142162731355,N,0.8602386490789745,W
33,2442,-88.5,0.38739142162731355,N,0.8602386490789745,W
33,2442,-89.5,0.38739142162731355,N,0.8602386490789745,W
33,2442,-90.0,0.38739142162731355,N,0.8602386490789745,W
34,2442,-96.5,0.4513589282436785,N,0.8434199915761464,W
34,2442,-94.5,0.4513589282436785,N,0.8434199915761464,W
34,2442,-75.5,0.4513589282436785,N,0.8434199915761464,W
34,2442,-93.5,0.4513589282436785,N,0.8434199915761464,W
34,2442,-76.5,0.4513589282436785,N,0.8434199915761464,W
34,2442,-79.0,0.4513589282436785,N,0.8434199915761464,W
34,2442,-85.0,0.4513589282436785,N,0.8434199915761464,W
35,2442,-82.5,0.4513589282436785,N,0.8434199915761464,W
35,2442,-60.0,0.509083175293705,N,0.5703007123212085,W
35,2442,-90.0,0.509083175293705,N,0.5703007123212085,W
35,2442,-85.5,0.509083175293705,N,0.5703007123212085,W
35,2442,-77.0,0.509083175293705,N,0.5703007123212085,W
35,2442,-68.5,0.509083175293705,N,0.5703007123212085,W
35,2442,-77.0,0.509083175293705,N,0.5703007123212085,W
35,2442,-85.0,0.509083175293705,N,0.5703007123212085,W
36,2442,-95.0,0.47944382156180465,N,0.6788893994962191,W
36,2442,-86.5,0.47944382156180465,N,0.6788893994962191,W
36,2442,-95.5,0.47944382156180465,N,0.6788893994962191,W
36,2442,-72.5,0.47944382156180465,N,0.6788893994962191,W
36,2442,-95.5,0.47944382156180465,N,0.6788893994962191,W
36,2442,-89.5,0.47944382156180465,N,0.6788893994962191,W
36,2442,-96.5,0.47944382156180465,N,0.6788893994962191,W
37,2442,-92.0,0.6036827612332976,N,0.5410033666241745,W
37,2442,-91.0,0.6036827612332976,N,0.5410033666241745,W
37,2442,-92.5,0.6036827612332976,N,0.5410033666241745,W
37,2442,-97.0,0.6036827612332976,N,0.5410033666241745,W
37,2442,-93.5,0.6036827612332976,N,0.5410033666241745,W
37,2442,-79.5,0.6036827612332976,N,0.5410033666241745,W
37,2442,-95.5,0.6036827612332976,N,0.5410033666241745,W
38,2442,-89.0,0.27881085980097353,N,0.9833491934266994,W
38,2442,-91.0,0.27881085980097353,N,0.9833491934266994,W
38,2442,-80.5,0.27881085980097353,N,0.9833491934266994,W
38,2442,-88.5,0.27881085980097353,N,0.9833491934266994,W
38,2442,-94.0,0.27881085980097353,N,0.9833491934266994,W
38,2442,-93.5,0.27881085980097353,N,0.9833491934266994,W
38,2442,-59.0,0.27881085980097353,N,0.9833491934266994,W
39,2442,-61.0,0.9634582022642771,N,0.6750557048010076,W
39,2442,-90.5,0.9634582022642771,N,0.6750557048010076,W
39,2442,-86.5,0.9634582022642771,N,0.6750557048010076,W
39,2442,-94.5,0.9634582022642771,N,0.6750557048010076,W
39,2442,-91.0,0.9634582022642771,N,0.6750557048010076,W
39,2442,-84.0,0.9634582022642771,N,0.6750557048010076,W
39,2442,-94.0,0.9634582022642771,N,0.6750557048010076,W
39,2442,-88.5,0.9634582022642771,N,0.6750557048010076,W
40,2442,-77.0,0.168407990991433,N,0.33651355497386815,W
40,2442,-82.0,0.168407990991433,N,0.33651355497386815,W
40,2442,-79.5,0.168407990991433,N,0.33651355497386815,W
40,2442,-82.5,0.168407990991433,N,0.33651355497386815,W
40,2442,-93.5,0.168407990991433,N,0.33651355497386815,W
40,2442,-94.5,0.168407990991433,N,0.33651355497386815,W
